i	cleg	tr_type	tr_subtype	det	index	conj_class
474	19>a,b,c;2,0,0>19	k	eu	1.0	3	c
475	20>1/2a+1/2b,c,1/2a-1/2b>4	t		0.5	2	a
476	20>-b,a,c>5	t		1.0	2	a
477	20>a,b,c;0,0,1/4>5	t		1.0	2	b
478	20>a,b,c>17	k	ct	1.0	2	a
479	20>b,c,a;1/4,0,0>18	k	ct	1.0	2	a
480	20>c,a,b;0,1/4,1/4>18	k	ct	1.0	2	b
481	20>a,b,c;1/4,0,0>19	k	ct	1.0	2	a
482	20>a,b,c>20	k	eu	1.0	3	a
483	20>a,b,c;0,0,1>20	k	eu	1.0	3	a
484	20>a,b,c;0,0,2>20	k	eu	1.0	3	a
485	20>a,b,c>20	k	eu	1.0	3	b
486	20>a,b,c;0,1,0>20	k	eu	1.0	3	b
487	20>a,b,c;0,2,0>20	k	eu	1.0	3	b
488	20>a,b,c>20	k	eu	1.0	3	c
489	20>a,b,c;1,0,0>20	k	eu	1.0	3	c
490	20>a,b,c;2,0,0>20	k	eu	1.0	3	c
491	21>1/2a+1/2b,c,1/2a-1/2b>3	t		0.5	2	a
492	21>-b,a,c>5	t		1.0	2	a
493	21>a,b,c>5	t		1.0	2	b
494	21>a,b,c>16	k	ct	1.0	2	a
495	21>c,a,b;1/4,1/4,0>17	k	ct	1.0	2	a
496	21>b,c,a;0,1/4,0>17	k	ct	1.0	2	b
497	21>a,b,c>18	k	ct	1.0	2	a
498	21>a,b,c>20	k	eu	1.0	2	a
499	21>a,b,c;0,0,1/2>20	k	eu	1.0	2	b
500	21>a,b,c;0,0,1/2>21	k	eu	1.0	2	a
501	21>a,b,c>21	k	eu	1.0	2	b
502	21>a,b,c>21	k	eu	1.0	3	a
503	21>a,b,c;0,0,1>21	k	eu	1.0	3	a
504	21>a,b,c;0,0,2>21	k	eu	1.0	3	a
505	21>a,b,c>21	k	eu	1.0	3	b
506	21>a,b,c;0,1,0>21	k	eu	1.0	3	b
507	21>a,b,c;0,2,0>21	k	eu	1.0	3	b
508	21>a,b,c>21	k	eu	1.0	3	c
509	21>a,b,c;1,0,0>21	k	eu	1.0	3	c
510	21>a,b,c;2,0,0>21	k	eu	1.0	3	c
511	21>a,b,c;0,0,1/2>23	k	eu	1.0	2	a
512	21>a,b,c>23	k	eu	1.0	2	b
513	21>a,b,c;3/4,0,1/2>24	k	eu	1.0	2	a
514	21>a,b,c;3/4,0,0>24	k	eu	1.0	2	b
515	22>c,a,1/2b-1/2c>5	t		0.5	2	a
516	22>a,b,-1/2a+1/2c>5	t		0.5	2	b
517	22>b,c,1/2a-1/2b>5	t		0.5	2	c
518	22>a,b,c;1/4,0,0>20	k	ct	1.0	2	a
519	22>a,b,c;0,1/4,1/4>20	k	ct	1.0	2	b
520	22>c,a,b;1/4,1/4,0>20	k	ct	1.0	2	c
521	22>c,a,b;0,0,1/4>20	k	ct	1.0	2	d
522	22>b,c,a;0,1/4,0>20	k	ct	1.0	2	e
523	22>b,c,a;1/4,0,1/4>20	k	ct	1.0	2	f
524	22>a,b,c;1/4,1/4,1/4>21	k	ct	1.0	2	a
525	22>a,b,c>21	k	ct	1.0	2	b
526	22>c,a,b;1/4,1/4,1/4>21	k	ct	1.0	2	c
527	22>c,a,b>21	k	ct	1.0	2	d
528	22>b,c,a;1/4,1/4,1/4>21	k	ct	1.0	2	e
529	22>b,c,a>21	k	ct	1.0	2	f
530	22>a,b,c>22	k	eu	1.0	3	a
531	22>a,b,c;0,0,1>22	k	eu	1.0	3	a
532	22>a,b,c;0,0,2>22	k	eu	1.0	3	a
533	22>a,b,c>22	k	eu	1.0	3	b
534	22>a,b,c;0,1,0>22	k	eu	1.0	3	b
535	22>a,b,c;0,2,0>22	k	eu	1.0	3	b
536	22>a,b,c>22	k	eu	1.0	3	c
537	22>a,b,c;1,0,0>22	k	eu	1.0	3	c
538	22>a,b,c;2,0,0>22	k	eu	1.0	3	c
539	23>-b-c,a,c>5	t		1.0	2	a
540	23>-a-c,b,a>5	t		1.0	2	b
541	23>-a-b,c,b>5	t		1.0	2	c
542	23>a,b,c>16	k	ct	1.0	2	a
543	23>b,c,a;1/4,0,0>18	k	ct	1.0	2	a
544	23>c,a,b;0,1/4,0>18	k	ct	1.0	2	b
545	23>a,b,c;0,0,1/4>18	k	ct	1.0	2	c
546	23>a,b,c>23	k	eu	1.0	3	a
547	23>a,b,c;0,0,1>23	k	eu	1.0	3	a
548	23>a,b,c;0,0,2>23	k	eu	1.0	3	a
549	23>a,b,c>23	k	eu	1.0	3	b
550	23>a,b,c;0,1,0>23	k	eu	1.0	3	b
551	23>a,b,c;0,2,0>23	k	eu	1.0	3	b
552	23>a,b,c>23	k	eu	1.0	3	c
553	23>a,b,c;1,0,0>23	k	eu	1.0	3	c
554	23>a,b,c;2,0,0>23	k	eu	1.0	3	c
555	24>-b-c,a,c;0,0,1/4>5	t		1.0	2	a
556	24>-a-c,b,a;1/4,0,0>5	t		1.0	2	b
557	24>-a-b,c,b;0,1/4,0>5	t		1.0	2	c
558	24>b,c,a;1/4,1/4,0>17	k	ct	1.0	2	a
559	24>c,a,b;0,1/4,1/4>17	k	ct	1.0	2	b
560	24>a,b,c;1/4,0,1/4>17	k	ct	1.0	2	c
561	24>a,b,c>19	k	ct	1.0	2	a
562	24>a,b,c>24	k	eu	1.0	3	a
563	24>a,b,c;0,0,1>24	k	eu	1.0	3	a
564	24>a,b,c;0,0,2>24	k	eu	1.0	3	a
565	24>a,b,c>24	k	eu	1.0	3	b
566	24>a,b,c;0,1,0>24	k	eu	1.0	3	b
567	24>a,b,c;0,2,0>24	k	eu	1.0	3	b
568	24>a,b,c>24	k	eu	1.0	3	c
569	24>a,b,c;1,0,0>24	k	eu	1.0	3	c
570	24>a,b,c;2,0,0>24	k	eu	1.0	3	c
571	25>b,c,a>3	t		1.0	2	a
572	25>c,a,b>6	t		1.0	2	a
573	25>a,b,c>6	t		1.0	2	b
574	25>a,b,c>25	k	eu	1.0	2	a
575	25>a,b,c;0,1/2,0>25	k	eu	1.0	2	b
576	25>a,b,c>25	k	eu	1.0	2	c
577	25>a,b,c;1/2,0,0>25	k	eu	1.0	2	d
578	25>a,b,c>25	k	eu	1.0	2	e
579	25>a,b,c>25	k	eu	1.0	3	a
580	25>a,b,c;0,1,0>25	k	eu	1.0	3	a
581	25>a,b,c;0,2,0>25	k	eu	1.0	3	a
582	25>a,b,c>25	k	eu	1.0	3	b
583	25>a,b,c;1,0,0>25	k	eu	1.0	3	b
584	25>a,b,c;2,0,0>25	k	eu	1.0	3	b
585	25>a,b,c>25	k	eu	1.0	3	c
586	25>-b,a,c>26	k	eu	1.0	2	a
587	25>a,b,c>26	k	eu	1.0	2	b
588	25>a,b,c>27	k	eu	1.0	2	a
589	25>-b,a,c;0,1/2,0>28	k	eu	1.0	2	a
590	25>-b,a,c>28	k	eu	1.0	2	b
591	25>a,b,c;1/2,0,0>28	k	eu	1.0	2	c
592	25>a,b,c>28	k	eu	1.0	2	d
593	25>a,b,c;1/2,1/2,0>35	k	eu	1.0	2	a
594	25>a,b,c;0,1/2,0>35	k	eu	1.0	2	b
595	25>a,b,c;1/2,0,0>35	k	eu	1.0	2	c
596	25>a,b,c>35	k	eu	1.0	2	d
597	25>-b,a,c;1/2,0,0>38	k	eu	1.0	2	a
598	25>-b,a,c>38	k	eu	1.0	2	b
599	25>a,b,c;0,1/2,0>38	k	eu	1.0	2	c
600	25>a,b,c>38	k	eu	1.0	2	d
601	25>-b,a,c;1/2,0,0>39	k	eu	1.0	2	a
602	25>-b,a,c>39	k	eu	1.0	2	b
603	25>a,b,c;0,1/2,0>39	k	eu	1.0	2	c
604	25>a,b,c>39	k	eu	1.0	2	d
605	25>a,b,c;1/2,1/2,0>42	k	eu	1.0	2	a
606	25>a,b,c;0,1/2,0>42	k	eu	1.0	2	b
607	25>a,b,c;1/2,0,0>42	k	eu	1.0	2	c
608	25>a,b,c>42	k	eu	1.0	2	d
609	26>b,c,a>4	t		1.0	2	a
610	26>c,a,b>6	t		1.0	2	a
611	26>a,b,c>7	t		1.0	2	a
612	26>a,b,c;0,1/2,0>26	k	eu	1.0	2	a
613	26>a,b,c>26	k	eu	1.0	2	b
614	26>a,b,c;1/2,0,0>26	k	eu	1.0	2	c
615	26>a,b,c>26	k	eu	1.0	2	d
616	26>a,b,c>26	k	eu	1.0	3	a
617	26>a,b,c;0,1,0>26	k	eu	1.0	3	a
618	26>a,b,c;0,2,0>26	k	eu	1.0	3	a
619	26>a,b,c>26	k	eu	1.0	3	b
620	26>a,b,c;1,0,0>26	k	eu	1.0	3	b
621	26>a,b,c;2,0,0>26	k	eu	1.0	3	b
622	26>a,b,c>26	k	eu	1.0	3	c
623	26>-b,a,c;0,1/2,0>29	k	eu	1.0	2	a
624	26>-b,a,c>29	k	eu	1.0	2	b
625	26>a,b,c>31	k	eu	1.0	2	a
626	26>a,b,c;1/2,0,0>31	k	eu	1.0	2	b
627	26>a,b,c;1/2,1/2,0>36	k	eu	1.0	2	a
628	26>a,b,c;0,1/2,0>36	k	eu	1.0	2	b
629	26>a,b,c;1/2,0,0>36	k	eu	1.0	2	c
630	26>a,b,c>36	k	eu	1.0	2	d
631	27>b,c,a>3	t		1.0	2	a
632	27>-b,a,c>7	t		1.0	2	a
633	27>a,b,c>7	t		1.0	2	b
634	27>a,b,c;0,1/2,0>27	k	eu	1.0	2	a
635	27>a,b,c>27	k	eu	1.0	2	b
636	27>a,b,c;1/2,0,0>27	k	eu	1.0	2	c
637	27>a,b,c>27	k	eu	1.0	2	d
638	27>a,b,c>27	k	eu	1.0	3	a
639	27>a,b,c;0,1,0>27	k	eu	1.0	3	a
640	27>a,b,c;0,2,0>27	k	eu	1.0	3	a
641	27>a,b,c>27	k	eu	1.0	3	b
642	27>a,b,c;1,0,0>27	k	eu	1.0	3	b
643	27>a,b,c;2,0,0>27	k	eu	1.0	3	b
644	27>a,b,c>27	k	eu	1.0	3	c
645	27>a,b,c;0,1/2,0>30	k	eu	1.0	2	a
646	27>a,b,c>30	k	eu	1.0	2	b
647	27>-b,a,c;1/2,0,0>30	k	eu	1.0	2	c
648	27>-b,a,c>30	k	eu	1.0	2	d
649	27>a,b,c;1/2,1/2,0>37	k	eu	1.0	2	a
650	27>a,b,c;0,1/2,0>37	k	eu	1.0	2	b
651	27>a,b,c;1/2,0,0>37	k	eu	1.0	2	c
652	27>a,b,c>37	k	eu	1.0	2	d
653	28>b,c,a>3	t		1.0	2	a
654	28>c,a,b;1/4,0,0>6	t		1.0	2	a
655	28>-a-c,b,a>7	t		1.0	2	a
656	28>a,b,c>28	k	eu	1.0	2	a
657	28>a,b,c;0,1/2,0>28	k	eu	1.0	2	b
658	28>a,b,c>28	k	eu	1.0	2	c
659	28>a,b,c>28	k	eu	1.0	3	a
660	28>a,b,c;0,1,0>28	k	eu	1.0	3	a
661	28>a,b,c;0,2,0>28	k	eu	1.0	3	a
662	28>a,b,c>28	k	eu	1.0	3	b
663	28>a,b,c;1,0,0>28	k	eu	1.0	3	b
664	28>a,b,c;2,0,0>28	k	eu	1.0	3	b
665	28>a,b,c>28	k	eu	1.0	3	c
666	28>a,b,c>29	k	eu	1.0	2	a
667	28>-b,a,c>30	k	eu	1.0	2	a
668	28>a,b,c;1/4,0,0>31	k	eu	1.0	2	a
669	28>a,b,c;0,1/2,0>32	k	eu	1.0	2	a
670	28>a,b,c>32	k	eu	1.0	2	b
671	28>a,b,c;0,1/2,0>40	k	eu	1.0	2	a
672	28>a,b,c>40	k	eu	1.0	2	b
673	28>a,b,c;0,1/2,0>41	k	eu	1.0	2	a
674	28>a,b,c>41	k	eu	1.0	2	b
675	29>b,c,a>4	t		1.0	2	a
676	29>-b,a,c;1/4,0,0>7	t		1.0	2	a
677	29>-a-c,b,a>7	t		1.0	2	b
678	29>a,b,c;0,1/2,0>29	k	eu	1.0	2	a
679	29>a,b,c>29	k	eu	1.0	2	b
680	29>a,b,c>29	k	eu	1.0	3	a
681	29>a,b,c;0,1,0>29	k	eu	1.0	3	a
682	29>a,b,c;0,2,0>29	k	eu	1.0	3	a
683	29>a,b,c>29	k	eu	1.0	3	b
684	29>a,b,c;1,0,0>29	k	eu	1.0	3	b
685	29>a,b,c;2,0,0>29	k	eu	1.0	3	b
686	29>a,b,c>29	k	eu	1.0	3	c
687	29>a,b,c;0,1/2,0>33	k	eu	1.0	2	a
688	29>a,b,c>33	k	eu	1.0	2	b
689	30>b,c,a>3	t		1.0	2	a
690	30>b,a,-b-c>7	t		1.0	2	a
691	30>a,b,c;0,1/4,0>7	t		1.0	2	b
692	30>a,b,c;1/2,0,0>30	k	eu	1.0	2	a
693	30>a,b,c>30	k	eu	1.0	2	b
694	30>a,b,c>30	k	eu	1.0	3	a
695	30>a,b,c;0,1,0>30	k	eu	1.0	3	a
696	30>a,b,c;0,2,0>30	k	eu	1.0	3	a
697	30>a,b,c>30	k	eu	1.0	3	b
698	30>a,b,c;1,0,0>30	k	eu	1.0	3	b
699	30>a,b,c;2,0,0>30	k	eu	1.0	3	b
700	30>a,b,c>30	k	eu	1.0	3	c
701	30>a,b,c;1/2,0,0>34	k	eu	1.0	2	a
702	30>a,b,c>34	k	eu	1.0	2	b
703	31>b,c,a;1/4,0,0>4	t		1.0	2	a
704	31>c,a,b>6	t		1.0	2	a
705	31>c,b,-a-c>7	t		1.0	2	a
706	31>a,b,c;0,1/2,0>31	k	eu	1.0	2	a
707	31>a,b,c>31	k	eu	1.0	2	b
708	31>a,b,c>31	k	eu	1.0	3	a
709	31>a,b,c;0,1,0>31	k	eu	1.0	3	a
710	31>a,b,c;0,2,0>31	k	eu	1.0	3	a
711	31>a,b,c>31	k	eu	1.0	3	b
712	31>a,b,c;1,0,0>31	k	eu	1.0	3	b
713	31>a,b,c;2,0,0>31	k	eu	1.0	3	b
714	31>a,b,c>31	k	eu	1.0	3	c
715	31>-b,a,c;1/4,1/2,0>33	k	eu	1.0	2	a
716	31>-b,a,c;1/4,0,0>33	k	eu	1.0	2	b
717	32>b,c,a>3	t		1.0	2	a
718	32>c,a,b;1/4,0,0>7	t		1.0	2	a
719	32>-a-c,b,a;0,1/4,0>7	t		1.0	2	b
720	32>a,b,c>32	k	eu	1.0	2	a
721	32>a,b,c>32	k	eu	1.0	3	a
722	32>a,b,c;0,1,0>32	k	eu	1.0	3	a
723	32>a,b,c;0,2,0>32	k	eu	1.0	3	a
724	32>a,b,c>32	k	eu	1.0	3	b
725	32>a,b,c;1,0,0>32	k	eu	1.0	3	b
726	32>a,b,c;2,0,0>32	k	eu	1.0	3	b
727	32>a,b,c>32	k	eu	1.0	3	c
728	32>-b,a,c>33	k	eu	1.0	2	a
729	32>a,b,c>33	k	eu	1.0	2	b
730	32>a,b,c>34	k	eu	1.0	2	a
731	33>b,c,a>4	t		1.0	2	a
732	33>b,a,-b-c;1/4,0,0>7	t		1.0	2	a
733	33>-a-c,b,a;0,1/4,0>7	t		1.0	2	b
734	33>a,b,c>33	k	eu	1.0	3	a
735	33>a,b,c;0,1,0>33	k	eu	1.0	3	a
736	33>a,b,c;0,2,0>33	k	eu	1.0	3	a
737	33>a,b,c>33	k	eu	1.0	3	b
738	33>a,b,c;1,0,0>33	k	eu	1.0	3	b
739	33>a,b,c;2,0,0>33	k	eu	1.0	3	b
740	33>a,b,c>33	k	eu	1.0	3	c
741	34>b,c,a>3	t		1.0	2	a
742	34>b,a,-b-c;1/4,0,0>7	t		1.0	2	a
743	34>c,b,-a-c;0,1/4,0>7	t		1.0	2	b
744	34>a,b,c>34	k	eu	1.0	3	a
745	34>a,b,c;0,1,0>34	k	eu	1.0	3	a
746	34>a,b,c;0,2,0>34	k	eu	1.0	3	a
747	34>a,b,c>34	k	eu	1.0	3	b
748	34>a,b,c;1,0,0>34	k	eu	1.0	3	b
749	34>a,b,c;2,0,0>34	k	eu	1.0	3	b
750	34>a,b,c>34	k	eu	1.0	3	c
751	34>a,b,c;1/2,1/2,0>43	k	eu	1.0	2	a
752	34>a,b,c;0,1/2,0>43	k	eu	1.0	2	b
753	34>a,b,c;1/2,0,0>43	k	eu	1.0	2	c
754	34>a,b,c>43	k	eu	1.0	2	d
755	35>1/2a+1/2b,c,1/2a-1/2b>3	t		0.5	2	a
756	35>-b,a,c>8	t		1.0	2	a
757	35>a,b,c>8	t		1.0	2	b
758	35>a,b,c>25	k	ct	1.0	2	a
759	35>a,b,c;1/4,1/4,0>28	k	ct	1.0	2	a
760	35>-b,a,c;1/4,1/4,0>28	k	ct	1.0	2	b
761	35>a,b,c>32	k	ct	1.0	2	a
762	35>a,b,c>35	k	eu	1.0	2	a
763	35>a,b,c>35	k	eu	1.0	3	a
764	35>a,b,c;0,1,0>35	k	eu	1.0	3	a
765	35>a,b,c;0,2,0>35	k	eu	1.0	3	a
766	35>a,b,c>35	k	eu	1.0	3	b
767	35>a,b,c;1,0,0>35	k	eu	1.0	3	b
768	35>a,b,c;2,0,0>35	k	eu	1.0	3	b
769	35>a,b,c>35	k	eu	1.0	3	c
770	35>-b,a,c>36	k	eu	1.0	2	a
771	35>a,b,c>36	k	eu	1.0	2	b
772	35>a,b,c>37	k	eu	1.0	2	a
773	35>a,b,c>44	k	eu	1.0	2	a
774	35>a,b,c>45	k	eu	1.0	2	a
775	35>-b,a,c;1/4,1/4,0>46	k	eu	1.0	2	a
776	35>a,b,c;1/4,1/4,0>46	k	eu	1.0	2	b
777	36>1/2a+1/2b,c,1/2a-1/2b>4	t		0.5	2	a
778	36>-b,a,c>8	t		1.0	2	a
779	36>a,b,c>9	t		1.0	2	a
780	36>a,b,c>26	k	ct	1.0	2	a
781	36>-b,a,c;1/4,1/4,0>29	k	ct	1.0	2	a
782	36>a,b,c;0,1/4,0>31	k	ct	1.0	2	a
783	36>-b,a,c>33	k	ct	1.0	2	a
784	36>a,b,c>36	k	eu	1.0	3	a
785	36>a,b,c;0,1,0>36	k	eu	1.0	3	a
786	36>a,b,c;0,2,0>36	k	eu	1.0	3	a
787	36>a,b,c>36	k	eu	1.0	3	b
788	36>a,b,c;1,0,0>36	k	eu	1.0	3	b
789	36>a,b,c;2,0,0>36	k	eu	1.0	3	b
790	36>a,b,c>36	k	eu	1.0	3	c
791	37>1/2a+1/2b,c,1/2a-1/2b>3	t		0.5	2	a
792	37>-b,a,c>9	t		1.0	2	a
793	37>a,b,c>9	t		1.0	2	b
794	37>a,b,c>27	k	ct	1.0	2	a
795	37>-b,a,c;1/4,1/4,0>30	k	ct	1.0	2	a
796	37>a,b,c;1/4,1/4,0>30	k	ct	1.0	2	b
797	37>a,b,c>34	k	ct	1.0	2	a
798	37>a,b,c>37	k	eu	1.0	3	a
799	37>a,b,c;0,1,0>37	k	eu	1.0	3	a
800	37>a,b,c;0,2,0>37	k	eu	1.0	3	a
801	37>a,b,c>37	k	eu	1.0	3	b
802	37>a,b,c;1,0,0>37	k	eu	1.0	3	b
803	37>a,b,c;2,0,0>37	k	eu	1.0	3	b
804	37>a,b,c>37	k	eu	1.0	3	c
805	38>b,c,a>5	t		1.0	2	a
806	38>1/2b+1/2c,a,1/2b-1/2c>6	t		0.5	2	a
807	38>c,b,-a-c>8	t		1.0	2	a
808	38>a,b,c>25	k	ct	1.0	2	a
809	38>a,b,c;0,1/4,0>26	k	ct	1.0	2	a
810	38>a,b,c>30	k	ct	1.0	2	a
811	38>-b,a,c>31	k	ct	1.0	2	a
812	38>a,b,c;1/2,0,0>38	k	eu	1.0	2	a
813	38>a,b,c>38	k	eu	1.0	2	b
814	38>a,b,c>38	k	eu	1.0	3	a
815	38>a,b,c;0,1,0>38	k	eu	1.0	3	a
816	38>a,b,c;0,2,0>38	k	eu	1.0	3	a
817	38>a,b,c>38	k	eu	1.0	3	b
818	38>a,b,c;1,0,0>38	k	eu	1.0	3	b
819	38>a,b,c;2,0,0>38	k	eu	1.0	3	b
820	38>a,b,c>38	k	eu	1.0	3	c
821	38>a,b,c;1/2,0,0>40	k	eu	1.0	2	a
822	38>a,b,c>40	k	eu	1.0	2	b
823	38>a,b,c;1/2,0,0>44	k	eu	1.0	2	a
824	38>a,b,c>44	k	eu	1.0	2	b
825	38>a,b,c;1/2,0,0>46	k	eu	1.0	2	a
826	38>a,b,c>46	k	eu	1.0	2	b
827	39>b,c,a>5	t		1.0	2	a
828	39>-1/2b+1/2c,a,b>7	t		0.5	2	a
829	39>c,b,-a-c;0,1/4,0>8	t		1.0	2	a
830	39>-b,a,c;0,1/4,0>26	k	ct	1.0	2	a
831	39>a,b,c>27	k	ct	1.0	2	a
832	39>-b,a,c>28	k	ct	1.0	2	a
833	39>-b,a,c;0,1/4,0>29	k	ct	1.0	2	a
834	39>a,b,c;1/2,0,0>39	k	eu	1.0	2	a
835	39>a,b,c>39	k	eu	1.0	2	b
836	39>a,b,c>39	k	eu	1.0	3	a
837	39>a,b,c;0,1,0>39	k	eu	1.0	3	a
838	39>a,b,c;0,2,0>39	k	eu	1.0	3	a
839	39>a,b,c>39	k	eu	1.0	3	b
840	39>a,b,c;1,0,0>39	k	eu	1.0	3	b
841	39>a,b,c;2,0,0>39	k	eu	1.0	3	b
842	39>a,b,c>39	k	eu	1.0	3	c
843	39>a,b,c;1/2,0,0>41	k	eu	1.0	2	a
844	39>a,b,c>41	k	eu	1.0	2	b
845	39>a,b,c;1/2,0,0>45	k	eu	1.0	2	a
846	39>a,b,c>45	k	eu	1.0	2	b
847	39>-b,a,c;1/2,0,0>46	k	eu	1.0	2	a
848	39>-b,a,c>46	k	eu	1.0	2	b
849	40>b,c,a>5	t		1.0	2	a
850	40>1/2b+1/2c,a,1/2b-1/2c;1/4,0,0>6	t		0.5	2	a
851	40>c,b,-a>9	t		1.0	2	a
852	40>a,b,c>28	k	ct	1.0	2	a
853	40>a,b,c;1/4,1/4,0>31	k	ct	1.0	2	a
854	40>a,b,c;0,1/4,0>33	k	ct	1.0	2	a
855	40>a,b,c>34	k	ct	1.0	2	a
856	40>a,b,c>40	k	eu	1.0	3	a
857	40>a,b,c;0,1,0>40	k	eu	1.0	3	a
858	40>a,b,c;0,2,0>40	k	eu	1.0	3	a
859	40>a,b,c>40	k	eu	1.0	3	b
860	40>a,b,c;1,0,0>40	k	eu	1.0	3	b
861	40>a,b,c;2,0,0>40	k	eu	1.0	3	b
862	40>a,b,c>40	k	eu	1.0	3	c
863	41>b,c,a>5	t		1.0	2	a
864	41>-1/2b+1/2c,a,b;1/4,0,0>7	t		0.5	2	a
865	41>c,b,-a;0,1/4,0>9	t		1.0	2	a
866	41>a,b,c;0,1/4,0>29	k	ct	1.0	2	a
867	41>-b,a,c>30	k	ct	1.0	2	a
868	41>a,b,c>32	k	ct	1.0	2	a
869	41>-b,a,c;0,1/4,0>33	k	ct	1.0	2	a
870	41>a,b,c>41	k	eu	1.0	3	a
871	41>a,b,c;0,1,0>41	k	eu	1.0	3	a
872	41>a,b,c;0,2,0>41	k	eu	1.0	3	a
873	41>a,b,c>41	k	eu	1.0	3	b
874	41>a,b,c;1,0,0>41	k	eu	1.0	3	b
875	41>a,b,c;2,0,0>41	k	eu	1.0	3	b
876	41>a,b,c>41	k	eu	1.0	3	c
877	42>b,c,1/2a-1/2b>5	t		0.5	2	a
878	42>c,a,1/2b-1/2c>8	t		0.5	2	a
879	42>a,b,-1/2a+1/2c>8	t		0.5	2	b
880	42>a,b,c>35	k	ct	1.0	2	a
881	42>a,b,c;0,1/4,0>36	k	ct	1.0	2	a
882	42>-b,a,c;1/4,0,0>36	k	ct	1.0	2	b
883	42>a,b,c;1/4,1/4,0>37	k	ct	1.0	2	a
884	42>-b,a,c>38	k	ct	1.0	2	a
885	42>a,b,c>38	k	ct	1.0	2	b
886	42>a,b,c;1/4,1/4,0>39	k	ct	1.0	2	a
887	42>-b,a,c;1/4,1/4,0>39	k	ct	1.0	2	b
888	42>-b,a,c;1/4,1/4,0>40	k	ct	1.0	2	a
889	42>a,b,c;1/4,1/4,0>40	k	ct	1.0	2	b
890	42>-b,a,c>41	k	ct	1.0	2	a
891	42>a,b,c>41	k	ct	1.0	2	b
892	42>a,b,c>42	k	eu	1.0	3	a
893	42>a,b,c;0,1,0>42	k	eu	1.0	3	a
894	42>a,b,c;0,2,0>42	k	eu	1.0	3	a
895	42>a,b,c>42	k	eu	1.0	3	b
896	42>a,b,c;1,0,0>42	k	eu	1.0	3	b
897	42>a,b,c;2,0,0>42	k	eu	1.0	3	b
898	42>a,b,c>42	k	eu	1.0	3	c
899	43>b,c,1/2a-1/2b>5	t		0.5	2	a
900	43>-b,a,1/2b+1/2c;1/8,1/2,1/2>9	t		0.5	2	a
901	43>-c,b,1/2a+1/2c;1/2,1/8,1/2>9	t		0.5	2	b
902	43>a,b,c;1/4,1/4,0>43	k	eu	1.0	3	a
903	43>a,b,c;1/4,5/4,0>43	k	eu	1.0	3	a
904	43>a,b,c;1/4,9/4,0>43	k	eu	1.0	3	a
905	43>a,b,c;1/4,1/4,0>43	k	eu	1.0	3	b
906	43>a,b,c;5/4,1/4,0>43	k	eu	1.0	3	b
907	43>a,b,c;9/4,1/4,0>43	k	eu	1.0	3	b
908	43>a,b,c;1/4,1/4,0>43	k	eu	1.0	3	c
909	44>-a-b,c,b>5	t		1.0	2	a
910	44>-b-c,a,c>8	t		1.0	2	a
911	44>-a-c,b,a>8	t		1.0	2	b
912	44>a,b,c>25	k	ct	1.0	2	a
913	44>a,b,c;0,1/4,0>31	k	ct	1.0	2	a
914	44>-b,a,c;1/4,0,0>31	k	ct	1.0	2	b
915	44>a,b,c>34	k	ct	1.0	2	a
916	44>a,b,c>44	k	eu	1.0	3	a
917	44>a,b,c;0,1,0>44	k	eu	1.0	3	a
918	44>a,b,c;0,2,0>44	k	eu	1.0	3	a
919	44>a,b,c>44	k	eu	1.0	3	b
920	44>a,b,c;1,0,0>44	k	eu	1.0	3	b
921	44>a,b,c;2,0,0>44	k	eu	1.0	3	b
922	44>a,b,c>44	k	eu	1.0	3	c
923	45>-a-b,c,b>5	t		1.0	2	a
924	45>-b-c,a,c>9	t		1.0	2	a
925	45>a-c,b,c>9	t		1.0	2	b
926	45>a,b,c>27	k	ct	1.0	2	a
927	45>-b,a,c;1/4,1/4,0>29	k	ct	1.0	2	a
928	45>a,b,c;1/4,1/4,0>29	k	ct	1.0	2	b
929	45>a,b,c>32	k	ct	1.0	2	a
930	45>a,b,c>45	k	eu	1.0	3	a
931	45>a,b,c;0,1,0>45	k	eu	1.0	3	a
932	45>a,b,c;0,2,0>45	k	eu	1.0	3	a
933	45>a,b,c>45	k	eu	1.0	3	b
934	45>a,b,c;1,0,0>45	k	eu	1.0	3	b
935	45>a,b,c;2,0,0>45	k	eu	1.0	3	b
936	45>a,b,c>45	k	eu	1.0	3	c
937	46>-a-b,c,b>5	t		1.0	2	a
938	46>-b-c,a,c;1/4,0,0>8	t		1.0	2	a
939	46>-a-c,b,a>9	t		1.0	2	a
940	46>a,b,c;1/4,1/4,0>26	k	ct	1.0	2	a
941	46>a,b,c>28	k	ct	1.0	2	a
942	46>a,b,c>30	k	ct	1.0	2	a
943	46>a,b,c;1/4,1/4,0>33	k	ct	1.0	2	a
944	46>a,b,c>46	k	eu	1.0	3	a
945	46>a,b,c;0,1,0>46	k	eu	1.0	3	a
946	46>a,b,c;0,2,0>46	k	eu	1.0	3	a
947	46>a,b,c>46	k	eu	1.0	3	b
948	46>a,b,c;1,0,0>46	k	eu	1.0	3	b
949	46>a,b,c;2,0,0>46	k	eu	1.0	3	b
950	46>a,b,c>46	k	eu	1.0	3	c
951	47>c,a,b>10	t		1.0	2	a
952	47>a,b,c>10	t		1.0	2	b
953	47>b,c,a>10	t		1.0	2	c
954	47>a,b,c>16	t		1.0	2	a
955	47>b,c,a>25	t		1.0	2	a
